COMMENT_ID,POST_ID,COMMENTER_ID,COMMENT_TEXT,COMMENT_DATE,AUTHOR_ID
50,jeon_2025-07-25,81migyeong,편의점 운영하는데 언니 영향을 받아요 주문해야겠네요 ㅎ,2025-07-25,jeon
51,jeon_2025-07-25,oun20_05,38분전! 마쉬멜로우고 뭐고 다 필요없고 넘 이뻐요!ㅠ,2025-07-25,jeon
52,jeon_2025-07-25,suejung_0304,살빠뎌씀까?,2025-07-25,jeon
53,jeon_2025-07-25,sowoo83,나 맨날 저렇게 먹었는디,2025-07-25,jeon
54,jeon_2025-07-25,mimi940114,화장법 올려줘요~~~너무 이뻐 궁금해요😍,2025-07-25,jeon
55,jeon_2025-07-25,min_g0_5,@hhxxmxx 참으로 매력적이다 이언니,2025-07-25,jeon
56,jeon_2025-07-25,010.5591.4409,@hj___hy0611 우리해주하윤이때메 예전에 먹어본거다 ㅋㅋㅋㅋㅋㅋ,2025-07-25,jeon
57,jeon_2025-07-25,jio.xo4,언니 이걸로 탕후루 만들어줘ㅓㅓ,2025-07-25,jeon
58,jeon_2025-07-25,soave_rim,헤매 어쩜 너무 이쁘시네요 ~~ 마시멜로 신분상승!!🆙️,2025-07-25,jeon
59,jeon_2025-07-25,mangoo_________,오늘 진짜 이쁘시네,2025-07-25,jeon
60,jeon_2025-07-25,han.jy_1004,저서 자주 먹는데!,2025-07-25,jeon
61,jeon_2025-07-25,kikim661,홀 전저거그냥먹어도 좋아하는데 애들이안좋아하는식감이라 제가좋아하는...ㅋㅋㅋㅋㅋ얼음! 해봐야겟어요,2025-07-25,jeon
62,jeon_2025-07-25,ganginsug690,나도 해봐야징,2025-07-25,jeon
63,jeon_2025-07-25,imseula22,"나 이거 2~ 전부터 먹었던건데 지금 유행할 중이야,,",2025-07-25,jeon
64,jeon_2025-07-25,y.ojx12_,저거 내가 2년전에 얼려서 틱톡 올렸섰는데..,2025-07-25,jeon
65,jeon_2025-07-25,tkrkel,바로 쿠팡서 주문~,2025-07-25,jeon
66,jeon_2025-07-25,jin_stagram_86,저거 애들이 사와서 먹어봤는데 제입에는 노맛인데 젼언니가 드시는 방법으로 한번 무더볼께염!!ㅎㅎㅎ,2025-07-25,jeon
67,jeon_2025-07-25,mingi_u,"사고에 넣을줄 알았으나 아니여따., .",2025-07-25,jeon
68,jeon_2025-07-25,rwyw0119,젼언니 진짜 살빠진것 같아보여요😍😍😍😍😍,2025-07-25,jeon
69,jeon_2025-07-25,byeol_8989,언니살빠지셧네!!!! 그나저나 우리딸이 저렇게...냉동실에...후...쏟았....ㅋㅋㅋ,2025-07-25,jeon
70,jeon_2025-07-25,jodajeong14,나만의 간식이였는데 유행이 됬어요😢,2025-07-25,jeon
71,jeon_2025-07-25,y_ra4786,언니~~!사고gogogo,2025-07-25,jeon
72,jeon_2025-07-25,ryujian492,언니 그거 우유도돼!!!!!!,2025-07-25,jeon
73,jeon_2025-07-25,chucompany,임신했을때 저거 찾아다니면서 쟁여놓고 먹었음ㅠㅠ초기입덧때,2025-07-25,jeon
74,jeon_2025-07-25,duoli1206,@_indda 이거 머거바바,2025-07-25,jeon
75,jeon_2025-07-25,jioniii___,ㅋㅋㅋㅋㅋㅋ언니진짴ㅋㅋㅋㅋㅋㅋ내웃음벨내힐링버튼ㅋㅋㅋㅋㅋㅋ아그나저나맛있겠네여 저거 츄릅,2025-07-25,jeon
76,jeon_2025-07-25,joe_05.07,제가 조하하는건데여!,2025-07-25,jeon
77,jeon_2025-07-25,kim__0227,그거 그냥 얼려도 바삭 소리나요!!,2025-07-25,jeon
78,jeon_2025-07-25,joe_05.07,내일 사이다랑 먹을거에여!,2025-07-25,jeon
79,jeon_2025-07-25,nandoong___,저희도 이렇게 먹어봤는데 진짜 맛있더라구요😊,2025-07-25,jeon
80,jeon_2025-07-25,yuheroct,그거 냉동고에 넣어 먹으면 더 단단해질거에요 😻 처음에 씹을땐 파삭!하면서 동결건조 마시멜로우느낌 들다가 나중에는 젤리같이 질겅질겅해지는데 개마싯어요ㅠㅠㅠ한번 무더보세요!!,2025-07-25,jeon
81,jeon_2025-07-25,bijoun_p,@ssun_ningg 스네 이거!!,2025-07-25,jeon
82,jeon_2025-07-25,hhr0923entj,빨리사야지;;,2025-07-25,jeon
83,jeon_2025-07-25,namxnod,៖? 오늘따라 넘 이쁜데 메이크업영상..올려주세용..😳,2025-07-25,jeon
84,jeon_2025-07-25,i.adoreyou_s2,이거 맛잇서요.....,2025-07-25,jeon
85,jeon_2025-07-25,sun_92_10,엇 이거 저희아이들이 해먹던 방법인데 ㅎㅎㅎ 젼언니가 이거 해드시는거 보니 신기하네요♥,2025-07-25,jeon
86,jeon_2025-07-25,minhye_0113,나도 한번 무더바야징,2025-07-25,jeon
87,jeon_2025-07-25,iiiiggg0507,상의 구매처도 알려주세요~~• 저도 사고싶어용 😍,2025-07-25,jeon
88,jeon_2025-07-25,jin_jin_mommy,하... 이거 안판지 오래됐는데 젼언니 덕에 다시 유행하면 다시 발주 넣어야겠습니다😂😂,2025-07-25,jeon
89,jeon_2025-07-25,indasoul83,이거 보구 젼언니 생각났는데 딱 드시네ㅋㅋㅋ,2025-07-25,jeon
90,jeon_2025-07-25,ye.ye_eun,이거 개마싯어여 그냥 물에 해도 식감으로 머거두 조아여,2025-07-25,jeon
91,jeon_2025-07-25,minvly_bns,앞머리 무슨일이젼.. 마쉬멜로고 뭐고 운니밖에 안보여욘..😍🙌🙌🙌,2025-07-25,jeon
92,jeon_2025-07-25,cahyeongyeong45,언니 오늘따라 더 예뿌다 ❤️ 양갈래 너므 기여워 ❤️‍🔥,2025-07-25,jeon
93,jeon_2025-07-25,minseo.0204,맛있게당 평소 에 내 댓글 댓글 달아줘서 거마워❤️,2025-07-25,jeon
94,jeon_2025-07-25,swiss_vibe,오늘 헤메 역대급🔥🔥,2025-07-25,jeon
95,jeon_2025-07-25,che_linnn0516,앞머리 자르신거 너무 기여우시다❤️❤️❤️,2025-07-26,jeon
96,jeon_2025-07-25,ds_0.000,난 우유에 말먹햇는데,2025-07-26,jeon
97,jeon_2025-07-25,1108_phone,언니.. 민지님한테 혼나면 어뜨칼라고 3개나 샀어..,2025-07-26,jeon
98,jeon_2025-07-25,sujiiiiin_0211,@qkrslnua 너가좋아하는거아냐?ㅋㅋ,2025-07-26,jeon
99,jeon_2025-07-24,kaoeomma,난 쭈쭈바가 쩨일좋더라♡♡♡♡,2025-07-24,jeon
100,jeon_2025-07-24,caeyeon562,오오 맜있겠네요 저도 먹어봐야겠어용,2025-07-26,jeon
101,jeon_2025-07-24,helena0517,라라 사장님은 얼굴도 잘생기고 사업도 잘하시고 못하는게 없으신가 😍 ㅋㅋ 원쁠이니 함 무뎌보께요,2025-07-24,jeon
102,jeon_2025-07-24,c._.song10,오오😻,2025-07-24,jeon
103,jeon_2025-07-24,iam._.rup,무뎌보자!!!!!!!!!😍,2025-07-24,jeon
104,jeon_2025-07-24,r2_own,맛있겠다…..,2025-07-25,jeon
105,jeon_2025-07-24,ye_eun313,와ㅏ 맛있겠다 쩝쩝,2025-07-25,jeon
106,jeon_2025-07-24,lifestyle_writer_,넘어가면서 녹여야 한다는거 정말 명언이다... 젼언니 채고🥹👍🏻,2025-07-24,jeon
107,jeon_2025-07-24,rlafkgml14,"맛있겠다,,,,",2025-07-24,jeon
108,jeon_2025-07-24,gohaeun55,루피 케이크 먹어주세요! 63트❤️,2025-07-25,jeon
109,jeon_2025-07-24,p_1xh0,"마싯게따,,❤️",2025-07-24,jeon
110,jeon_2025-07-24,british_bori,빠삐코보다 맛있으면 인정👍👍👍비교부탁해용😍,2025-07-24,jeon
111,jeon_2025-07-24,ming.ky0410,초코쭈쭈바는 빠ㅃ..였는데 라라 초코바닐라인가 한번 먹어보고 👍👍 이것도 젼언냐 믿고 겟하겠습니다👏👏,2025-07-24,jeon
112,jeon_2025-07-24,haena_ru,귀여워 ㅠㅠㅠ,2025-07-24,jeon
113,jeon_2025-07-24,danhobak102,앜ㅋㅋ 너무 귀여웡,2025-07-25,jeon
114,jeon_2025-07-24,soo._12g,헐 민지님 저랑 같이 졸업하시져ㅋㅋ😍,2025-07-24,jeon
115,jeon_2025-07-24,iam._.rup,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ언니진짜 귀여워죽뎄너ㅜㅜㅜ,2025-07-24,jeon
116,jeon_2025-07-24,_yerinbow_,그래서 언니 뭘 마시고 있는 건가요…?!,2025-07-25,jeon
117,jeon_2025-07-24,dorosi0102,앗 이 마술 초1우리딸이 어제 엉터리로 보여준 마술인데🤣🤣 여기서 완벽하게 보네요 👏👏👏,2025-07-25,jeon
118,jeon_2025-07-24,_m.o6eo,저 호그와트 147기예요 🔥 ㅋㅋㅋ,2025-07-25,jeon
119,jeon_2025-07-24,sakurajh48,이언닌 볼수록 매력있어,2025-07-25,jeon
120,jeon_2025-07-24,p.s.e_1109,진짜 ㅋㅎㅋㅎㅋㅎㅋㅎㅋ 젼언니 넘 귀여우심 ㅜ,2025-07-24,jeon
121,jeon_2025-07-24,hun_loves_young_viola,두분 닮아가요 엄청~!! ㅎㅎㅎ민지님 진짜 마술사인가?신기해😮😮,2025-07-24,jeon
122,jeon_2025-07-24,helena0517,난 젼언니 반응이 너무 재밌다 ㅋㅋㅋ,2025-07-24,jeon
123,jeon_2025-07-24,minseo.0204,언니 레전드 너무 웃기고 재미있오 사랑해. ❤️,2025-07-25,jeon
124,jeon_2025-07-24,igyumi67,너무 귀엽다아...,2025-07-25,jeon
125,jeon_2025-07-24,kaoeomma,민지님♡당장 입학합시다!!!!!띠용띠용~~👏👏👏👏,2025-07-24,jeon
126,jeon_2025-07-24,dx1.14,빨리 왓다ㅏ,2025-07-24,jeon
127,jeon_2025-07-24,x.yeeun.12,6빠! 빨리왓다 언니 오늘 너무 예뻐요😍,2025-07-24,jeon
128,jeon_2025-07-24,r2xhe,언니 넘 기여워ㅜ😻😻,2025-07-24,jeon
129,jeon_2025-07-24,4.j_h.1,2빠ㅏ,2025-07-24,jeon
130,jeon_2025-07-24,he_.exu,아니 너무 기여어👏👏,2025-07-25,jeon
131,jeon_2025-07-24,0131woa,ㅋㅋㅋㅋㅋㅋㅋ신기하당,2025-07-24,jeon
132,jeon_2025-07-24,rooky0928,로브는 어디껀가요?^^,2025-07-24,jeon
133,jeon_2025-07-24,r2_own,젼언니 반응 너무 귀여워요 🙌,2025-07-24,jeon
134,jeon_2025-07-24,say_a_ii,이거 안찢어진 종이 찢으려는 종이 뒤에 구겨서 숨겨둔거예요 ㅋㅋ,2025-07-25,jeon
135,jeon_2025-07-24,soave_rim,호그와트에서 뭐하시나요~~~ 얼른 천재적 소질이 있는 이런 민지님같은 학생 안받고!!! 이런 귀한 인재를 말이죠!!!!ㅎㅎ😍,2025-07-24,jeon
136,jeon_2025-07-24,ryeom_ruda,호그와트 지금이라도 입학 가능한가요?,2025-07-24,jeon
137,jeon_2025-07-24,ohoh_hjoh,전엉니ㄱㄱㄱ ㄱㄱㄱㄱㄱㄱ콧물같이 보이는거 왜케귀얍지ㄱㄱㄱㄱ ㅋㄱ😢😂,2025-07-24,jeon
138,jeon_2025-07-24,gohaeun55,루피 케이크 먹어주세요! 62트❤️,2025-07-25,jeon
139,jeon_2025-07-24,gimseogcan559,뒤보면 찢어져 있는 종이 있을껄요?,2025-07-24,jeon
140,jeon_2025-07-24,__undertheblackwater__,민지님이랑 자매이신가요~??,2025-07-24,jeon
141,jeon_2025-07-24,minhayun19,뒤에 종이!!,2025-07-24,jeon
142,jeon_2025-07-24,_kkang._.kkang,젼언니😮 맥주병째로 드시는줄 알았어요ㅋㅋㅋ,2025-07-24,jeon
143,jeon_2025-07-24,nyolihaneun,종이 뒤에 찢어진 종이 있어요,2025-07-24,jeon
144,jeon_2025-07-24,eun_1004__,찢어진종이 뒤에숨겨놈,2025-07-24,jeon
145,jeon_2025-07-23,mamailov3,크~~보기만해도 맛있어 보여 나도 양념좋아 하는데,2025-07-23,jeon
146,jeon_2025-07-23,_hhju_juju_,어머 생김 2장! 저랑 똑같아여!!! 😍😍 내적 친밀감 추가 😍😍,2025-07-23,jeon
147,jeon_2025-07-23,nyangnyong_,전언니 머리 어케하는지 궁금한사람 🙌 아 게장도 너무 먹고싶다 ......,2025-07-23,jeon
148,jeon_2025-07-23,kaoeomma,언니 순대는 침 줄줄흘리며 영상보는중이네유~~아웅 한입만ㅋㅋㅋㅋ흐엉~~~,2025-07-23,jeon
149,jeon_2025-07-23,geunseon43,역시 양념게장은 엄마표지👍👍,2025-07-23,jeon
150,jeon_2025-07-23,dite_bin9417,역시 두장!,2025-07-23,jeon
151,jeon_2025-07-23,pleasure.sunny,저희 할머니는 늘 '입맛이 없으면 밥맛으로 먹고 밥맛이 없으면 입맛으로 먹어라' 라고 말씀하셨습니다😂 젼언니는 어머님의 손맛 덕분에 드셨군요😍,2025-07-23,jeon
152,jeon_2025-07-23,gyeonghui.sim,워.. 침이 꼴깍꼴깍 넘어갑니다! ㅎㅎ,2025-07-23,jeon
153,jeon_2025-07-23,zione_0_0,초대해주세요!!!!!!!,2025-07-23,jeon
154,jeon_2025-07-23,dorothy1207,예전에 젼머니가 알려준 양념게장레시피 아직까지 잘 사용하고있어요 진짜 이~레시피덕에 저 양념게장달인됐어용😍,2025-07-23,jeon
155,jeon_2025-07-23,mh_han2,사용하신 쉐도우 정보 알수잇으까요?,2025-07-23,jeon
156,jeon_2025-07-23,im__haeri,요고 헤어롤같은거는 어떤거 쓰신거에요??,2025-07-23,jeon
157,jeon_2025-07-23,seul_0401,레시피🤲,2025-07-23,jeon
158,jeon_2025-07-23,switzswitz_land,왜 이런머리가 어울리시는지🤣🤣🤣게장계란밥 생김 조화 너무 군침돌아요😍😍,2025-07-23,jeon
159,jeon_2025-07-23,kkokkomajhyh,하…진짜 게없을땐 양념만 만들어서 밥비벼김싸먹는 1인입니다,2025-07-23,jeon
160,jeon_2025-07-23,_hyesam_,와 우리딸 너무조아하겠다ㅠㅠㅠㅠㅠㅠ 저는 못먹는데 맨날 양념게장사주라고 난리😂😂,2025-07-23,jeon
161,jeon_2025-07-23,pnk15758,웅니 오랜만에 냉장고 검사 함 해줘여ㅕ,2025-07-23,jeon
162,jeon_2025-07-23,mintflavoredcandy_,"언니! 넘넘 뜬금없긴한데, 쇄골? 목? 쯤에 있는 타투 있잖아! 혹시 무슨 뜻인지 물어봐도 될까?? 실례라면 진짜 미안..",2025-07-24,jeon
163,jeon_2025-07-23,rlafkgml14,와 1빠,2025-07-23,jeon
164,jeon_2025-07-23,_giox12,야식 참고 배고파서 대리만족이라도 하자 했는데…그냥 더 먹고싶어요…,2025-07-23,jeon
165,jeon_2025-07-23,00119922,에이프릴쿠션 핑크색? 블랙케이스? 중 어떤거 쓰셨나용?,2025-07-23,jeon
166,jeon_2025-07-23,00119922,언니 쿠션 뭐쓰세요?,2025-07-23,jeon
167,jeon_2025-07-23,fyxtriiiiii,사용하신 화장품 정보 알려주세요!,2025-07-23,jeon
168,jeon_2025-07-23,jjungha100420,진짜 맛있겠당~~~배 고팡,2025-07-23,jeon
169,jeon_2025-07-23,barbarian_kim03,왐마 제가 몸이 안좋아서 계장은 못먹거덩요... 와 맛있겠어요ㅠㅠㅠ먹고싶어여오ㅠㅠ,2025-07-24,jeon
170,jeon_2025-07-23,songpell01,눈물이나요ㅜㅜ엄마밥상이 그립네요 너 이것환장하잖아!!!!듣고싶네요,2025-07-24,jeon
171,jeon_2025-07-23,hibly123,젼언니랑 젼언니 어머니랑 너무 똑같아요 ㅋㅋㅋ,2025-07-24,jeon
172,jeon_2025-07-23,______y.una,레시피를 올려주시라우,2025-07-24,jeon
173,jeon_2025-07-23,milim941,언닌 고추무침양념장만 따로 팔아주면 안댕?ㅋㅋ 2인분씩 한팩으러 나같은 어린이들이 만들어먹기엔 재료가 없써ㅠㅠ 나도 먹구시포오 ㅠ,2025-07-24,jeon
174,jeon_2025-07-23,bagdaeun6665,언닝 입술이 젤리 가타서ㅋㅋ 먹어버릴거 가타ㅏㅠ,2025-07-24,jeon
175,jeon_2025-07-23,bagdaeun6665,다음엔 입술젤리??? 기기,2025-07-24,jeon
176,jeon_2025-07-23,r2_own,양념계장 이영상 보니깐 더 먹고 시프요 ㅠㅠ 🦀,2025-07-24,jeon
177,jeon_2025-07-23,gohaeun55,루피 케이크 먹어주세요! 61트❤️,2025-07-25,jeon
178,jeon_2025-07-23,do.do.mom900,레시피 알려주세요오 ㅠㅠㅠ 임산부 웁니다 ㅠㅠ,2025-07-25,jeon
179,jeon_2025-07-22,lse_t.diary,젼언니님 파란색 렌즈까지 잘어울리시다니 진짜🩷,2025-07-22,jeon
180,jeon_2025-07-22,heychambo,’따키‘ ㅋㅋㅋㅋㅋㅋㅋ 발음 귀여워요,2025-07-23,jeon
181,jeon_2025-07-22,kim_pudding329,볼때마다 느끼는뎅 어떻게 주름이 없이 탄력이 있어요 ㅠㅠ 너무 부러워요!❤️,2025-07-23,jeon
182,jeon_2025-07-22,r2_own,언니 너무 예쁘게 생겼어요ㅠ,2025-07-22,jeon
183,jeon_2025-07-22,choejinju_,망고피클 토마토피클은 다 드셔버린걸까용..? 궁금해서 미치겠어요,2025-07-23,jeon
184,jeon_2025-07-22,ohyemi0626,하 이언니 자꾸빠지게 하네ㅠㅠ 진짜사랑해여ㅠ,2025-07-22,jeon
185,jeon_2025-07-22,_whateverdiane.xoxo_,이 언니 진짜 볼매볼매 왜이리 귀여우신거에요!!! 😍❤️❤️❤️ 머리 하신거 따라해보고 싶아용 히힛,2025-07-24,jeon
186,jeon_2025-07-22,jejegarden_spring,ㅋㅋㅋㅋㅋㅋㅋㅋ 어우 표정만 봐도 셔요~~~,2025-07-22,jeon
187,jeon_2025-07-22,92_mingddo,블루따키 먹어서 눈동자도 파래진건줄 알았오요오오오오옹😂ㅋㅋㅋ,2025-07-23,jeon
188,jeon_2025-07-22,sso_yu14,웅니야 나 오늘 넘 빨리 온드읏 !,2025-07-22,jeon
189,jeon_2025-07-22,ha_kim_81,침고였어요 😂,2025-07-23,jeon
190,jeon_2025-07-22,eunoiakwon,난 왜 침이 나오냐규~~,2025-07-22,jeon
191,jeon_2025-07-22,jelly.3.mini,엉니 왜 얼굴이 파란 것 같은 기분이죠?,2025-07-22,jeon
192,jeon_2025-07-22,five_scottish_cats,보는 내내 나도 언니랑 같은 표정😖,2025-07-23,jeon
193,jeon_2025-07-22,s.s.s.yula,젼언니 식료품창고 투어하고싶어요. 챨리쵸콜렛 공장 같을것 같으다요. 파란빨강 가루라니!!,2025-07-22,jeon
194,jeon_2025-07-22,soave_rim,같이 침고이네요~~ 블루 레드 타키 맛이 궁금하네유 ㅎㅎ😍😍,2025-07-22,jeon
195,jeon_2025-07-22,present_ssa_dariy,진짜 없는게없는 젼언니 볼때마다 귀여우세요😍😍,2025-07-22,jeon
196,jeon_2025-07-22,gaax.13,근데 레몬이 노랭이고 라임이 초랭이 아녜요? 빨강이 먹을때 초랭이먹고 파랑이할때 노랭이어서,2025-07-23,jeon
197,jeon_2025-07-22,m.hye1118,언니😂 속 안버리게 조심해유❤️,2025-07-22,jeon
198,jeon_2025-07-22,un._.un8898,너무예뻐요❤️❤️❤️❤️ 혹시 위에옷 구매처를 알수있을까요!,2025-07-22,jeon
199,jeon_2025-07-22,cold.king12,오늘 원피스가 넘이뽀요 😍😍,2025-07-22,jeon
200,jeon_2025-07-22,q1616.11,위에 입은 옷 정보 궁금해요 ㅠㅠ 너무 예뻐요,2025-07-23,jeon
201,jeon_2025-07-22,theraon0_405,온니머리삔???정보좀용!!,2025-07-23,jeon
202,jeon_2025-07-22,pharmacist0_0,언니 최고다. 언니 한국인 아니거 같아 제미교포2세라구 해두 믿겠어,2025-07-22,jeon
203,jeon_2025-07-22,__jhgram_,타키스 푸에고에 그 타키스인가요....🥹,2025-07-22,jeon
204,jeon_2025-07-22,jmin0403,오역시 젼언니 👏👏👏👏👏,2025-07-22,jeon
205,jeon_2025-07-22,c_he0n1,먹어보고 시프다 ㅜㅜㅜ,2025-07-22,jeon
206,jeon_2025-07-22,harin20244,운니는 못하는게 뭐얍?,2025-07-22,jeon
207,jeon_2025-07-22,wonyeeone,보기만 해도 침고인다,2025-07-23,jeon
208,jeon_2025-07-22,gimhanbyeol245,민지님한테 안 혼나요?,2025-07-22,jeon
209,jeon_2025-07-22,_24.0517,괴식이라고~~~괴식이라고~~~,2025-07-22,jeon
210,jeon_2025-07-22,riho320,젼언니 사랑해요😍,2025-07-22,jeon
211,jeon_2025-07-22,mangoo_________,렌즈색찰떡,2025-07-22,jeon
212,jeon_2025-07-22,jihan05026,오랜만에 망고사고 무뎌보자! 숙성해!!,2025-07-23,jeon
213,jeon_2025-07-22,parksiyeoun7135,우왕!!! 육포칩아 빨리와라~ 그때 제가 하트 눌러 드릴 께요!!약속~👏🔥🔥❤️❤️😍,2025-07-22,jeon
214,jeon_2025-07-22,luca_lee1309,아 침고여,2025-07-22,jeon
215,jeon_2025-07-22,hjhj1005,저 침이 줄줄 나오ㅓ요……..😂,2025-07-22,jeon
216,jeon_2025-07-22,d4n._.b1,풰타치즈파스타 너무짜고떫어요..,2025-07-22,jeon
217,jeon_2025-07-22,oi_ozserdro,평등한 정치색 렛츠고옵,2025-07-22,jeon
218,jeon_2025-07-22,hyeyoon_0810,"헤헤 제가 하트 딱 1,000만드렀어요",2025-07-22,jeon
